date,high,low,close,volume
1463346000000.0,3.8256,3.9831,3.6867,3016282.64
1463950800000.0,3.8905,3.9276,3.7144,1816735.5
1464555600000.0,3.9923,4.1313,3.8534,3357175.26
1465160400000.0,4.3536,4.6778,3.9831,5786344.3
1465765200000.0,3.7977,4.4463,3.5755,4433876.62
1466370000000.0,4.0664,4.0664,3.7885,3696303.02
1466974800000.0,3.8812,4.3536,3.8626,2350250.77
1467579600000.0,3.8441,3.9831,3.7977,479302.61
1468184400000.0,4.0478,4.1219,3.7885,2363624.03
1468789200000.0,3.381,3.9831,3.0661,4240971.57
1469394000000.0,3.6124,3.6311,3.3625,2619648.68
1469998800000.0,3.4736,3.696,3.4272,1573341.12
1470603600000.0,3.5384,3.6774,3.4736,1526359.12
1471208400000.0,3.4552,3.6124,3.3994,1661527.65
1471813200000.0,3.3994,3.7422,3.2699,1307934.02
1472418000000.0,3.3717,3.4272,3.3162,921341.31
1473022800000.0,3.3717,3.52,3.3346,755444.77
1473973200000.0,3.307,3.3902,3.2513,452633.27
1474232400000.0,3.381,3.4459,3.2699,1051972.96
1474837200000.0,3.4366,3.4459,3.2049,2184523.01
1475442000000.0,3.4366,3.52,3.3439,2116204.76
1476046800000.0,3.3162,3.4459,3.2606,1415829.26
1476651600000.0,3.3439,3.3994,3.2606,1463749.82
1477256400000.0,3.2606,3.3625,3.2606,1168802.24
1477861200000.0,2.927,3.279,2.9085,1511986.35
1478466000000.0,2.9549,3.1031,2.8807,716828.47
1479070800000.0,2.9641,2.9826,2.8623,912512.39
1479675600000.0,2.6863,3.0013,2.6399,1133840.04
1480280400000.0,2.399,2.7141,2.1767,1655511.58
1480885200000.0,2.3713,2.464,2.3342,1543792.02
1481490000000.0,2.4268,2.5102,2.3621,1317192.61
1482094800000.0,2.3713,2.4547,2.3621,666048.81
1482699600000.0,2.853,3.2883,2.3621,15417757.19
1483304400000.0,2.5381,3.2513,2.5194,14356047.37
1483909200000.0,2.5843,2.677,2.4731,8451715.67
1484514000000.0,2.5566,2.6491,2.5381,4547660.19
1485118800000.0,2.5011,2.6121,2.5011,2872850.47
1485723600000.0,2.5659,2.5751,2.4918,2480107.37
1486328400000.0,2.6214,2.7047,2.5473,5263716.37
1486933200000.0,2.5937,2.6584,2.5751,2408360.49
1487538000000.0,2.5659,2.6863,2.5473,3620124.77
1488142800000.0,2.6214,2.7141,2.5751,5295687.07
1488747600000.0,2.6121,2.6676,2.5566,4016176.34
1489352400000.0,2.6399,2.6676,2.5843,2800973.47
1489957200000.0,2.6029,2.6584,2.5843,3167685.13
1490562000000.0,2.5843,2.6306,2.5566,1792557.12
1491166800000.0,2.6306,3.0289,2.5751,27125050.41
1491771600000.0,2.5751,2.6863,2.5566,5693765.54
1492376400000.0,2.6121,2.6584,2.5843,2812730.43
1492981200000.0,2.7141,2.8436,2.6214,6704834.92
1493672400000.0,2.6584,2.7417,2.6399,1788835.53
1494190800000.0,2.6399,2.7233,2.6399,1917764.48
1494795600000.0,2.6029,2.6676,2.5751,1660707.45
1495400400000.0,2.6584,2.7326,2.6029,3495662.63
1496005200000.0,2.6584,2.7047,2.6306,2137573.25
1496610000000.0,2.7233,2.7788,2.6306,4401629.82
1497214800000.0,2.677,2.7788,2.6399,2586669.68
1497819600000.0,2.677,2.7788,2.6491,2115187.81
1498597200000.0,2.7233,2.7603,2.6863,1317360.35
1499029200000.0,2.7512,2.8899,2.677,6957495.35
1499634000000.0,3.0846,3.2235,2.7512,16749884.45
1500238800000.0,2.9919,3.1123,2.9456,5157406.57
1500843600000.0,2.9734,3.1123,2.9734,3445770.15
1501448400000.0,3.0196,3.1217,2.9734,3525274.7
1502053200000.0,2.9723,3.1039,2.8594,2809121.15
1502658000000.0,2.6713,2.9534,2.6055,4835573.61
1503262800000.0,2.6901,2.7652,2.6431,2412030.64
1503867600000.0,2.6901,2.7088,2.6619,474019.45
1504558800000.0,2.6901,2.8029,2.6713,2397156.97
1505077200000.0,2.7088,2.8123,2.6713,3098951.93
1505682000000.0,2.6149,2.7748,2.5959,2476431.57
1506286800000.0,2.5959,2.6055,2.4927,1078583.38
1506891600000.0,2.6149,2.6808,2.5865,1344123.68
1507496400000.0,2.5959,2.6055,2.3608,1133042.65
1508101200000.0,2.6242,2.6335,2.5772,1081248.81
1508706000000.0,2.6055,2.7088,2.5959,2260854.66
1509310800000.0,2.5679,2.6431,2.5584,1234239.02
1509915600000.0,2.5207,2.6149,2.4927,1395547.77
1510520400000.0,2.3045,2.5584,2.2763,1455729.76
1511125200000.0,2.4078,2.6335,2.1822,3046539.08
1511730000000.0,2.3045,2.5959,2.2574,1859041.48
1512334800000.0,2.3702,2.4267,2.2951,1848742.69
1512939600000.0,2.4455,2.5584,2.3608,2848047.76
1513544400000.0,2.4643,2.5207,2.4078,1783024.31
1514149200000.0,2.4927,2.5865,2.4455,2146350.87
1514840400000.0,2.4927,2.5302,2.455,1289921.13
1515358800000.0,2.502,2.6149,2.4643,2168136.81
1515963600000.0,2.4737,2.549,2.3797,1664193.47
1516568400000.0,2.5207,2.5584,2.4455,1407528.65
1517173200000.0,2.5113,2.5396,2.4831,1155104.65
1517778000000.0,2.502,2.5396,2.3421,918357.33
1518382800000.0,2.4737,2.5113,2.4362,730280.82
1518987600000.0,2.5396,2.6149,2.4078,3771818.7
1519592400000.0,2.5772,2.7372,2.549,5311542.99
1520197200000.0,2.549,2.6335,2.5302,1177588.34
1520802000000.0,2.5302,2.5679,2.502,1116599.16
1521406800000.0,2.502,2.5584,2.455,1457788.63
1522011600000.0,2.4927,2.6055,2.4362,1603696.86
1522616400000.0,2.502,2.5959,2.4362,1490842.28
1523221200000.0,2.3421,2.5584,2.2481,1683299.91
1523826000000.0,2.4267,2.5302,2.3045,1385822.27
1524517200000.0,2.3608,2.4455,2.3421,616694.11
1525035600000.0,2.3139,2.3984,2.2763,687134.94
1525640400000.0,2.2199,2.3702,2.0223,821802.46
1526245200000.0,2.3232,2.5865,2.2574,3899974.63
1526850000000.0,2.2009,2.3421,2.1163,1084975.19
1527454800000.0,2.2103,2.2951,2.1822,770788.58
1528059600000.0,2.2574,2.2667,2.0975,694923.46
1528664400000.0,2.1822,2.2857,2.1634,309760.45
1529269200000.0,2.1634,2.2951,1.9564,934288.52
1529874000000.0,2.4173,2.4455,2.2103,1360549.94
1530478800000.0,2.4362,2.5584,2.389,1345568.43
1531083600000.0,2.2763,2.455,2.1163,876030.22
1531688400000.0,2.3045,2.3514,2.1822,932033.57
1532293200000.0,2.2857,2.5113,2.1163,2250781.6
1532898000000.0,2.3421,2.3984,2.2857,762920.25
1533502800000.0,2.4342,2.5881,2.3139,2180175.45
1534107600000.0,2.2418,2.4437,2.1745,1532295.4
1534712400000.0,2.2706,2.2898,2.2514,35406.55
1535317200000.0,2.3476,2.3765,2.2609,1012665.67
1535922000000.0,2.3379,2.3669,2.3092,765362.85
1536526800000.0,2.6459,2.7997,2.2802,20628713.17
1537131600000.0,2.5784,2.6747,2.5016,3456792.72
1537736400000.0,2.6362,3.021,2.5593,11728066.82
1538341200000.0,2.5304,2.6747,2.4053,5711774.72
1538946000000.0,2.54,2.617,2.4726,1890441.01
1539550800000.0,2.5881,2.7805,2.5304,4124750.51
1540155600000.0,2.8382,3.3866,2.617,38247263.71
1540846800000.0,2.7997,3.2617,2.7709,13024685.68
1541365200000.0,3.6754,4.012,2.7805,45742337.9
1541970000000.0,3.4829,4.1179,3.4733,29891339.04
1542574800000.0,3.3001,3.6464,3.2617,13764723.11
1543179600000.0,3.252,3.4348,3.0307,4580487.11
1543784400000.0,3.2328,3.4348,3.2231,5424987.62
1544389200000.0,2.9537,3.2905,2.9152,5455159.13
1544994000000.0,3.1173,3.3481,2.9441,6512292.01
1545598800000.0,3.1269,3.3578,3.1076,4300011.91
1546203600000.0,3.021,3.2135,2.973,1558826.47
1546808400000.0,3.0018,3.0788,2.9152,2466162.6
1547413200000.0,3.252,3.3481,2.9441,5646731.53
1548018000000.0,3.6079,3.81,3.252,16240063.08
1548622800000.0,3.4348,3.7523,3.2808,5069316.54
1549227600000.0,3.3481,3.5694,3.3193,3094497.8
1549832400000.0,3.4156,3.4636,3.3193,2219139.23
1550437200000.0,3.9255,3.964,3.4059,9126604.31
1551042000000.0,4.2815,4.3296,3.8774,10030953.56
1551646800000.0,3.9928,4.4066,3.9351,5708563.21
1552251600000.0,3.7812,4.0602,3.7042,4540611.18
1552856400000.0,3.9351,4.2333,3.7907,6901972.48
1553461200000.0,3.6464,4.012,3.3674,4082744.42
1554066000000.0,3.6561,3.7907,3.3386,3558413.41
1554670800000.0,3.7812,4.1563,3.5887,5992360.12
1555275600000.0,3.7812,3.9832,3.6079,6633733.53
1555880400000.0,3.531,3.7812,3.3674,4008559.63
1556485200000.0,3.4541,3.7042,3.4444,3005347.47
1557090000000.0,3.1943,3.4251,3.1366,3984745.66
1557694800000.0,3.1366,3.252,2.9825,2251215.4
1558299600000.0,3.1173,3.1653,2.7518,3637912.52
1558904400000.0,3.1366,3.2328,3.0885,1936610.95
1559509200000.0,3.1846,3.2038,3.098,766865.09
1560114000000.0,3.1846,3.3578,3.1558,1981529.62
1560718800000.0,3.3674,3.4156,3.1558,3371481.77
1561323600000.0,3.2595,3.4853,3.23,2215674.21
1561928400000.0,3.4166,3.4655,3.279,3071715.49
1562533200000.0,3.2987,3.5245,3.2397,2813573.41
1563224400000.0,3.9663,4.0154,3.2693,13033410.41
1563742800000.0,3.8092,4.251,3.6718,12910689.74
1564347600000.0,3.5442,3.9663,3.5049,6863756.17
1564952400000.0,3.7307,3.9663,3.5049,11102457.88
1565816400000.0,3.6718,3.7994,3.6521,2577370.17
1566162000000.0,3.878,4.0056,3.6521,10863440.69
1566766800000.0,4.1332,4.2805,3.7895,10071081.08
1567371600000.0,4.2706,4.4081,4.1332,8156382.86
1567976400000.0,4.251,4.3885,4.1921,3603575.07
1568581200000.0,4.8008,4.9776,4.2118,11756496.93
1569186000000.0,4.8105,4.8892,4.6143,4718916.34
1569790800000.0,4.7714,4.8499,4.575,4289182.8
1570395600000.0,4.5063,4.9971,4.2216,8641170.73
1571000400000.0,4.3099,4.4572,4.0253,6732036.24
1571605200000.0,4.5651,4.5651,4.2216,4996309.14
1572210000000.0,4.7026,5.0168,4.3001,19689639.73
1572814800000.0,4.683,4.8499,4.5947,8039342.66
1573419600000.0,5.2721,5.3996,4.6044,22533714.17
1574024400000.0,5.9494,6.3815,5.3014,35991171.83
1574629200000.0,5.8612,6.0672,5.4487,16134092.11
1575234000000.0,6.0477,6.3815,5.7925,19543832.9
1575838800000.0,6.0967,6.2243,5.8807,13410915.55
1576443600000.0,6.3029,6.7643,6.0477,19616869.47
1577048400000.0,6.2047,6.3815,6.0967,8866709.91
1577653200000.0,6.0477,6.4501,5.8612,7842172.4
1578258000000.0,6.077,6.2343,5.4487,9504379.56
1578862800000.0,6.5385,6.9312,6.1261,23468360.29
1579467600000.0,7.2454,7.4613,6.6367,26197364.72
1580072400000.0,7.6479,8.3645,7.0688,25570427.43
1580677200000.0,7.7853,8.6984,7.4712,25962192.87
1581282000000.0,7.854,8.1192,7.4516,19716438.47
1581886800000.0,7,7.8639,6.1753,14561657.2
1582491600000.0,6.1066,7.0688,5.4782,7122940.48
1583096400000.0,6.2636,7,6.1066,14538866.58
1583701200000.0,4.5063,5.9887,4.0546,11951128.62
1584306000000.0,3.9271,4.3689,3.6718,7685124.92
1584910800000.0,4.9678,5.3996,3.6521,25759585.14
1585515600000.0,5.1444,5.2623,4.7419,19814745.82
1586120400000.0,5.7237,5.8218,5.1836,23030967.47
1586725200000.0,5.7139,5.9397,5.38,16232633.43
1587330000000.0,6.1557,6.2832,5.6452,19454750.28
1587934800000.0,7.5106,8.1093,6.3127,39035224.3
1588539600000.0,7.4418,7.6578,6.8723,22783980.95
1589144400000.0,9.8177,10.8682,7.5498,91303145.41
1589749200000.0,10.6423,11.0841,9.2481,59582704.81
1590526800000.0,9.5133,10.9564,9.2383,30096810.41
1590958800000.0,9.5427,9.7685,8.8358,36049495.26
1591563600000.0,9.3463,9.7391,8.8849,25638422.45
1592168400000.0,9.1794,9.5919,9.0322,31863061.99
1592773200000.0,9.0123,9.6705,8.8637,29179901.54
1593378000000.0,9.666,9.8045,9.0222,40312155.16
1593982800000.0,9.1609,10.1611,8.8935,32213208.96
1594587600000.0,9.8343,9.9927,9.1311,15108834.87
1595192400000.0,9.7847,10.5474,9.5074,27385524.59
1595797200000.0,9.3588,10.0522,9.0618,9924260.15
1596488400000.0,8.725,9.6065,7.5366,13052465.96
1597006800000.0,8.3487,8.8142,7.9624,6552467.04
1597611600000.0,9.0518,9.1113,8.2299,8541579.85
1598216400000.0,8.834,9.2797,8.6756,12661008.18
1598821200000.0,8.626,8.9132,8.3389,10830895.17
1599426000000.0,9.3588,9.656,8.6558,27163423.04
1600030800000.0,11.9537,12.528,9.2301,80604411.96
1600635600000.0,16.0736,16.0736,11.4783,100135300.48
1601240400000.0,17.3214,23.4914,16.539,164147709.54
1601845200000.0,18.6187,23.016,17.2818,163385279.27
1602450000000.0,17.3709,18.6187,16.8064,25173246.31
1603054800000.0,17.6878,18.5198,17.3313,20023332.12
1603659600000.0,13.4293,17.7077,13.3599,72455653.81
1604264400000.0,16.539,16.539,13.3698,104105334.18
1604869200000.0,16.8956,19.7973,15.6973,99674273.27
1605474000000.0,16.7172,17.6779,16.331,12716665.58
1606078800000.0,17.2223,19.0446,16.6974,42186518.18
1606683600000.0,16.5884,17.4798,15.925,32612648.37
1607288400000.0,16.6281,17.3808,16.143,33514276.07
1607893200000.0,16.1231,17.0738,15.9844,26957190.97
1608498000000.0,16.4895,17.3808,15.6476,38683710.17
1609102800000.0,16.9549,18.7377,16.549,66621775.38
1609707600000.0,17.0441,17.569,16.539,42987963.12
1610312400000.0,18.4207,19.411,17.0838,122660391.78
1610917200000.0,22.184,25.9673,19.1437,207898758.21
1611522000000.0,22.3227,24.1252,19.421,145984939.5
1612126800000.0,22.6396,23.7489,21.7087,25339077.48
1612731600000.0,22.4614,23.2735,21.8077,23222827.58
1613336400000.0,23.2339,25.9475,20.8372,147488947.48
1613941200000.0,19.9062,23.6696,18.8168,53801629.74
1614546000000.0,20.8174,21.7483,19.0049,29312294.49
1615150800000.0,20.4608,20.9363,19.9855,10641716.16
1615755600000.0,21.3125,24.7392,20.5004,88899085.56
1616360400000.0,20.5004,21.7285,17.2719,45053493.07
1616965200000.0,20.6788,21.3918,19.4606,38121355.78
1617570000000.0,19.9062,21.5899,19.4408,34541825.8
1618174800000.0,18.5396,19.9062,17.2322,18180667.41
1618779600000.0,17.4601,18.7377,15.8458,12445817.1
1619384400000.0,18.183,18.9159,16.4399,16866299.36
1619989200000.0,18.2227,19.3121,17.9255,24449332.92
1620594000000.0,17.7176,18.7474,17.4798,9252309.45
1621198800000.0,18.2623,18.906,17.7275,15137241.32
1621803600000.0,17.1233,18.381,16.8064,9998941.1
1622408400000.0,17.3115,18.2424,16.737,14114625.14
1623013200000.0,17.2916,17.5888,16.6677,11484939.96
1623618000000.0,17.2223,17.5195,16.9054,10822717.99
1624222800000.0,17.0144,17.4303,16.5291,11099349.62
1624827600000.0,16.4598,17.2916,16.1131,6619286.29
1625432400000.0,16.1527,16.9352,16.0142,10237283.26
1626037200000.0,15.6476,16.2023,15.2614,5425480.06
1626642000000.0,15.8854,16.1924,15.4496,1518388.09
1627246800000.0,16.1726,17.1034,15.7665,17970284.49
1627851600000.0,16.7678,17.1759,16.1231,23808817.88
1628456400000.0,16.0708,17.0167,15.772,10811122.76
1629061200000.0,16.2997,16.6283,15.9413,18085328.99
1629666000000.0,16.4092,18.1119,16.1305,51668414.53
1630357200000.0,16.469,16.8673,16.0806,9669166.65
1630875600000.0,16.1405,16.927,16.1305,12289200.5
1631480400000.0,15.8816,16.5188,15.7521,7012347.51
1632085200000.0,15.314,16.0209,15.1945,6832614.65
1632690000000.0,16.0608,16.6084,14.3581,35944656.65
1633294800000.0,16.7279,17.3551,15.1347,46070984.63
1633899600000.0,15.9612,17.3551,15.7322,30671255.08
1634504400000.0,16.0708,16.2101,15.5828,11118720.96
1635109200000.0,15.7621,16.2798,15.4932,14350033.74
1635714000000.0,15.7023,16.001,15.1945,13204505.66
1636318800000.0,15.553,16.1703,15.3738,13829402.35
1636923600000.0,16.1803,16.1803,15.2741,16620987.47
1637528400000.0,17.1262,17.8232,16.0408,40129354.5
1638133200000.0,20.5116,20.5116,17.0963,60862654.69
1638738000000.0,20.3125,24.1957,19.9938,131342291.92
1639342800000.0,18.2712,20.9098,18.2712,53267091.41
1639947600000.0,18.0721,19.4163,16.7279,20874584.33
1640552400000.0,17.8232,18.9085,17.5345,17451502.82
1641157200000.0,19.028,19.6951,17.7932,32902717.36
