4004703063	BTCUSDT	68740.87000000	0.00028000	1730804280133	0
4004703064	BTCUSDT	68740.87000000	0.00087000	1730804280286	0
4004703065	BTCUSDT	68740.87000000	0.00011000	1730804280499	0
4004703066	BTCUSDT	68740.87000000	0.00011000	1730804280524	0
4004703067	BTCUSDT	68740.86000000	0.00039000	1730804280637	1
4004703068	BTCUSDT	68740.86000000	0.00039000	1730804280643	1
4004703069	BTCUSDT	68740.86000000	0.00039000	1730804280685	1
4004703070	BTCUSDT	68740.86000000	0.00039000	1730804280702	1
4004703071	BTCUSDT	68740.86000000	0.00037000	1730804280737	1
4004703072	BTCUSDT	68740.87000000	0.00766000	1730804280751	0
4004703073	BTCUSDT	68740.86000000	0.00039000	1730804280758	1
4004703074	BTCUSDT	68740.86000000	0.00037000	1730804280794	1
4004703075	BTCUSDT	68740.86000000	0.00039000	1730804280812	1
4004703076	BTCUSDT	68740.86000000	0.00037000	1730804280839	1
4004703077	BTCUSDT	68740.86000000	0.00037000	1730804280865	1
4004703078	BTCUSDT	68740.86000000	0.00010000	1730804280888	1
4004703079	BTCUSDT	68740.86000000	0.00010000	1730804280888	1
4004703080	BTCUSDT	68740.86000000	0.00016000	1730804280888	1
4004703081	BTCUSDT	68740.86000000	0.00037000	1730804280914	1
4004703082	BTCUSDT	68740.86000000	0.00036000	1730804280944	1
4004703083	BTCUSDT	68740.86000000	0.00037000	1730804280973	1
4004703084	BTCUSDT	68740.86000000	0.00036000	1730804281000	1
4004703085	BTCUSDT	68740.86000000	0.00036000	1730804281017	1
4004703086	BTCUSDT	68740.86000000	0.00036000	1730804281046	1
4004703087	BTCUSDT	68740.86000000	0.00036000	1730804281064	1
4004703088	BTCUSDT	68740.86000000	0.00036000	1730804281111	1
4004703089	BTCUSDT	68740.86000000	0.00034000	1730804281114	1
4004703090	BTCUSDT	68740.86000000	0.00034000	1730804281168	1
4004703091	BTCUSDT	68740.86000000	0.00036000	1730804281174	1
4004703092	BTCUSDT	68740.86000000	0.00305000	1730804281201	1
4004703093	BTCUSDT	68740.86000000	0.00051000	1730804281215	1
