4004701630	BTCUSDT	68737.74000000	0.00146000	1730804220006	0
4004701631	BTCUSDT	68737.73000000	0.00265000	1730804220068	1
4004701632	BTCUSDT	68737.74000000	0.08000000	1730804220143	0
4004701633	BTCUSDT	68737.74000000	0.04000000	1730804220144	0
4004701634	BTCUSDT	68737.74000000	0.16000000	1730804220144	0
4004701635	BTCUSDT	68737.74000000	0.00398000	1730804220159	0
4004701636	BTCUSDT	68737.74000000	0.00010000	1730804220159	0
4004701637	BTCUSDT	68737.74000000	0.00010000	1730804220159	0
4004701638	BTCUSDT	68737.74000000	0.00357000	1730804220159	0
4004701639	BTCUSDT	68737.74000000	0.00290000	1730804220159	0
4004701640	BTCUSDT	68737.74000000	0.00010000	1730804220159	0
4004701641	BTCUSDT	68737.74000000	0.00010000	1730804220159	0
4004701642	BTCUSDT	68737.74000000	0.00010000	1730804220159	0
4004701643	BTCUSDT	68737.74000000	0.00006000	1730804220159	0
4004701644	BTCUSDT	68737.77000000	0.00010000	1730804220159	0
4004701645	BTCUSDT	68737.77000000	0.00008000	1730804220159	0
4004701646	BTCUSDT	68737.77000000	0.00010000	1730804220159	0
4004701647	BTCUSDT	68737.77000000	0.00008000	1730804220159	0
4004701648	BTCUSDT	68737.77000000	0.00008000	1730804220159	0
4004701649	BTCUSDT	68737.77000000	0.00008000	1730804220159	0
4004701650	BTCUSDT	68737.77000000	0.00008000	1730804220159	0
4004701651	BTCUSDT	68737.77000000	0.00008000	1730804220159	0
4004701652	BTCUSDT	68737.77000000	0.00008000	1730804220159	0
4004701653	BTCUSDT	68737.77000000	0.00008000	1730804220159	0
4004701654	BTCUSDT	68737.77000000	0.00008000	1730804220159	0
4004701655	BTCUSDT	68737.77000000	0.00008000	1730804220159	0
4004701656	BTCUSDT	68737.78000000	0.00010000	1730804220159	0
4004701657	BTCUSDT	68737.78000000	0.00346000	1730804220159	0
4004701658	BTCUSDT	68737.78000000	0.00010000	1730804220159	0
4004701659	BTCUSDT	68737.80000000	0.00046000	1730804220159	0
4004701660	BTCUSDT	68737.80000000	0.00010000	1730804220159	0
4004701661	BTCUSDT	68737.80000000	0.00010000	1730804220159	0
